,Unnamed: 0,제 47 기,제 46 기,제 45 기
77,총 포괄손익의 귀속,nan0,nan0,nan0
78,주당이익,nan0,nan0,nan0
79,기본주당이익(손실) (단위 : 원),5440,3310,4720
80,영업활동현금흐름,486956799790,474370683160,646162495200
81,당기순이익(손실),251969248260,153203393950,218540848410
82,당기순이익조정을 위한 가감,249600612830,372790419250,470513803600
83,퇴직급여,50480214640,42246401890,55232897230
84,감가상각비,376305032860,330040343720,317436379040
85,무형자산상각비,23276467080,34284865140,39219147750
86,운휴자산감가상각비,1785975910,2391505510,5524068440
87,판매보증비,1224472920,4580641800,2984363130
88,주식보상비용,649645900,00,19488544100
89,매출채권손상차손,5507678520,118104080,1504946820
90,재고자산평가손실,664597640,00,00
91,외화환산손실,6767133400,22095558120,17830854130
92,유형자산처분손실,2996498570,15100293800,15153824360
93,유형자산손상차손,00,108460942510,46520561550
94,매도가능금융자산손상차손,00,16450000,00
95,이자비용,66993895140,74994595240,78155152500
96,파생상품평가손실,916800000,13900000,00
97,파생상품거래손실,3905100000,11388031770,00
98,기타비유동자산손상차손,00,00,532878250
99,기타의영업외비용,00,00,14748109960
100,관계기업주식처분손실,00,00,17699770100
101,법인세비용,40421402550,28383289900,114530668300
102,매출채권손상차손 환입,00,"(4,799,425)0",00
103,당기손익인식금융자산처분이익,00,"(26,784,389)0",00
104,외화환산이익,"(554,001,350)0","(1,579,489,675)0","(2,398,520,572)0"
105,유형자산처분이익,"(296,277,055)0","(845,190,360)0","(183,837,516)0"
106,무형자산처분이익,"(2,199,782)0",00,00
107,판매보증충당부채 환입,00,"(41,450,795)0",00
108,이자수익,"(408,499,298)0","(462,696,777)0","(660,954,330)0"
109,배당금수익,"(158,999,500)0","(149,999,500)0","(213,447,800)0"
110,하자보수충당부채 환입,00,"(200,000,000)0","(32,512,230)0"
111,파생상품거래이익,"(365,769,416)0","(594,435,002)0",00
112,파생상품평가이익,"(80,105,000)0","(17,760,000)0",00
113,매도가능금융자산처분이익,"(231,697,261)0",00,"(1,786,396,588)0"
114,관계기업주식처분이익,"(883,167,277)0",00,00
115,차입금상환이익,00,00,"(293,581,426)0"
116,당기손익인식금융자산평가이익,00,00,"(23,715,863)0"
117,지분법이익,00,00,"(1,335,591,221)0"
118,금융보증수수료이익,00,00,"(1,179,050)0"
119,매출채권,"(28,778,651,483)0","(12,493,233,033)0",121365208860
120,기타채권,18699004320,"(1,889,017,429)0",19543271070
121,기타유동자산,5557789230,"(913,862,987)0",7534649850
122,재고자산,"(3,697,490,361)0","(21,729,729,486)0","(2,119,260,146)0"
123,장기매출채권,00,181350890,00
124,장기기타채권,00,881389090,00
125,매입채무,105825129320,132557977780,"(4,095,790,045)0"
126,기타채무,"(6,411,832,090)0",26609497450,"(10,721,664,565)0"
127,충당부채,"(637,241,338)0","(1,216,480,214)0","(15,973,997)0"
128,기타유동부채,12394395570,"(1,562,132,294)0",11600945550
129,장기기타채무,"(835,288,728)0","(289,142,540)0","(1,577,205,575)0"
130,사외적립자산의 예치,"(3,200,000,000)0","(1,594,488,993)0","(15,474,827,934)0"
131,퇴직금의 지급,"(631,568,759)0","(544,779,045)0",00
132,순확정급여부채,"(304,273,376)0",00,"(2,674,784,881)0"
133,법인세납부(환급),"(1,461,306,130)0","(5,162,313,004)0","(4,289,215,681)0"
134,투자활동현금흐름,"(33,250,861,569)0","(62,022,551,136)0","(59,115,456,348)0"
135,이자수익의 수취,6155315760,3629728910,5729270200
136,배당금의 수취,1589995000,1499995000,2044478000
137,금융기관예치금의 감소,110400000000,00,104000000000
138,당기손익인식금융자산의 처분,00,96295002520,00
139,관계기업주식의 처분,14314195880,00,00
140,기타채권의 감소,894631520,1700000970,2338705220
141,매도가능금융자산의 처분,3788420680,00,5847546000
142,장기기타채권의 감소,13826246640,21838678550,1094053260
143,유형자산의 처분,3672451380,9033525380,3297338630
144,무형자산의 처분,21997820,00,00
145,비유동기타채권의 감소,700000000,386535400,00
146,비유동기타채무의 증가,700000000,5600000000,25555655100
147,매각예정자산의 처분,00,23368821840,00
148,기타채무의 증가,00,3357511400,00
149,금융기관예치금의 증가,"(13,770,000,000)0","(2,760,000,000)0","(360,000,000)0"
150,만기보유금융자산의 취득,"(40,500,000)0","(5,505,000)0","(335,500,000)0"
151,파생상품의 결제,"(8,370,584)0","(544,368,175)0",nan0
152,기타채권의 증가,"(1,648,405,418)0","(2,571,947,208)0","(65,528,941)0"
153,유형자산의 취득,"(31,430,123,544)0","(71,423,947,323)0","(60,228,268,933)0"
154,무형자산의 취득,"(1,570,447,208)0","(365,463,164)0","(940,981,228)0"
155,기타채무의감소,00,"(580,651,650)0","(169,000,000)0"
156,정부보조금 정산,"(389,340,283)0","(441,648,613)0","(1,548,750,132)0"
157,당기손익인식지정금융자산의 취득,00,00,"(9,674,800,000)0"
158,장기기타채권의 증가,00,00,"(783,331,755)0"
159,재무활동현금흐름,"(20,935,768,206)0",316940197680,"(18,497,737,954)0"
160,단기차입금의 차입,2036638981820,2583812568840,1632997810830
161,장기차입금의 차입,2550000000000,00,1815623260
162,정부보조금의 수령,00,6670000000,11662454540
163,자기주식의 처분,439997756000,00,11558700
164,이자지급,"(6,892,714,724)0","(7,957,034,271)0","(8,302,613,119)0"
165,단기차입금의 상환,"(234,862,883,706)0","(219,397,202,845)0","(174,272,326,018)0"
166,장기차입금의 상환,00,00,"(571,543,550)0"
167,유동성장기부채의 상환,"(240,000,000,000)0",00,00
168,배당금지급,"(71,387)0",00,00
169,자기주식의 취득,"(41,843,772,171)0",00,00
170,현금및현금성자산의순증가(감소),"(5,490,949,796)0",171085369480,"(12,996,944,782)0"
171,기초현금및현금성자산,478079404580,315300389050,444990476330
172,현금및현금성자산의 환율변동으로 인한 효과,"(912,255,632)0","(830,635,395)0",7321120800
173,매각예정자산에 포함된 현금및현금성자산,00,00,"(704,176,026)0"
174,기말현금및현금성자산,414047350300,478079404580,315300389050
