,Unnamed: 0,제 27 기,제 26 기,제 25 기
39,지배기업의 소유주에게 귀속되는 자본,13660082000000,13112357000000,12566518000000
40,자본금,15385000000,15385000000,15385000000
41,기타불입자본,4112475000000,4741139000000,4773965000000
42,이익잉여금(결손금),9837619000000,8368122000000,7801713000000
43,기타자본구성요소,"(305,397)000000","(12,289)000000","(24,545)000000"
44,비지배지분,32096338000000,29214367000000,27510732000000
45,자본총계,45756420000000,42326724000000,40077250000000
46,자본과부채총계,109776920000000,103047337000000,96633809000000
47,수익(매출액),93296368000000,82729874000000,38589303000000
48,매출원가,82399676000000,73005595000000,34769899000000
49,매출총이익,10896692000000,9724279000000,3819404000000
50,판매비와관리비,5035653000000,4443496000000,2421123000000
51,영업이익(손실),5861039000000,5280783000000,1398281000000
52,금융수익,3042835000000,2536979000000,1728508000000
53,금융비용,3475187000000,3350587000000,1983556000000
54,지분법손익,2487838000000,721758000000,666637000000
55,기타영업외수익,622886000000,662478000000,5582822000000
56,기타영업외비용,1097234000000,1461754000000,1136194000000
57,법인세비용차감전계속영업이익(손실),7442177000000,4389657000000,6256498000000
58,계속영업법인세비용,2260810000000,1359633000000,574294000000
59,계속영업당기순이익,5181367000000,3030024000000,5682204000000
60,중단영업당기순이익,"(114,885)000000","(207,540)000000","(132,945)000000"
61,당기순이익,5066482000000,2822484000000,5549259000000
62,지배기업소유주지분순이익,1677432000000,765580000000,5345978000000
63,비지배지분순이익,3389050000000,2056904000000,203281000000
64,기타포괄손익,"(600,361)000000",44839000000,"(95,768)000000"
65,후속적으로 당기손익으로 재분류되지 않는 항목,26707000000,"(21,116)000000","(8,588)000000"
66,확정급여제도의 재측정손익(세후기타포괄손익),26707000000,"(21,116)000000","(8,588)000000"
67,후속적으로 당기손익으로 재분류되는 항목,"(627,068)000000",65955000000,"(87,180)000000"
68,매도가능금융자산평가손익(세후기타포괄손익),202311000000,34703000000,"(92,645)000000"
69,지분법자본변동,"(281,370)000000","(10,985)000000","(1,678)000000"
70,파생상품평가손익,"(10,944)000000","(37,245)000000",12446000000
71,해외사업환산손익,"(529,240)000000",73865000000,"(6,153)000000"
72,표시통화환산손익,"(7,825)000000",5617000000,850000000
73,총포괄손익,4466121000000,2867323000000,5453491000000
74,총 포괄손익의 귀속,nan000000,nan000000,nan000000
75,"총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",1395482000000,766478000000,5363333000000
76,"총 포괄손익, 비지배지분",3070639000000,2100845000000,90158000000
77,주당이익,nan000000,nan000000,nan000000
78,보통주기본주당이익 (단위 : 원),30007000000,13676000000,107921000000
79,보통주기본주당계속영업이익 (단위 : 원),30586000000,14705000000,108484000000
80,영업활동현금흐름,6930080000000,9110672000000,4588856000000
81,당기순이익(손실),5066482000000,2822484000000,5549259000000
82,비현금항목 조정,6580676000000,8145103000000,"(1,640,526)000000"
83,운전자본 조정,"(2,559,772)000000",130353000000,1503632000000
84,이자수취(영업),213774000000,198642000000,89213000000
85,이자지급(영업),"(1,128,516)000000","(1,140,901)000000","(457,596)000000"
86,배당금수취(영업),217572000000,172033000000,97404000000
87,법인세납부(환급),"(1,460,136)000000","(1,217,042)000000","(552,530)000000"
88,투자활동현금흐름,"(6,292,859)000000","(7,380,510)000000",4329910000000
89,단기금융상품의 순증감,693888000000,"(1,428,609)000000","(1,765,993)000000"
90,단기대여금의 순증감,3862000000,"(25,642)000000",60762000000
91,매도가능금융자산의 처분,252787000000,587816000000,90244000000
92,관계기업및공동기업투자의 처분,17168000000,92180000000,17835000000
93,유형자산의 처분,275691000000,167465000000,184998000000
94,투자부동산의 처분,2461000000,258149000000,2258000000
95,무형자산의 처분,23502000000,35886000000,20855000000
96,매각예정자산의 처분,516187000000,152323000000,34329000000
97,매도가능금융자산의 취득,"(294,769)000000","(108,762)000000","(160,666)000000"
98,관계기업및공동기업투자의 취득,"(1,185,619)000000","(218,704)000000","(50,854)000000"
99,유형자산의 취득,"(4,971,873)000000","(4,935,373)000000","(2,237,666)000000"
100,투자부동산의 취득,"(4,253)000000","(2,967)000000","(4,473)000000"
101,무형자산의 취득,"(382,647)000000","(914,120)000000","(230,753)000000"
102,연결범위변동으로 인한 현금의 순증감,"(1,388,381)000000","(1,053,037)000000",8363109000000
103,사업양도,299651000000,nan000000,nan000000
104,기타투자활동으로 인한 현금유출입액,"(150,514)000000",12885000000,5925000000
105,재무활동현금흐름,"(407,998)000000","(1,622,374)000000","(2,225,479)000000"
106,단기차입금의 순증감,206701000000,"(150,109)000000","(974,026)000000"
107,유동성장기부채의 상환,"(5,014,248)000000","(6,109,821)000000","(1,913,598)000000"
108,사채및차입금의 증가,6097851000000,5956151000000,2525260000000
109,장기미지급금의 증가,146999000000,653730000000,40316000000
110,연결자본거래로 인한 현금유출입액,1173381000000,113132000000,"(265,856)000000"
111,사채및차입금의 감소,"(608,888)000000","(627,336)000000","(561,299)000000"
112,장기미지급금의 감소,"(751,516)000000","(321,925)000000","(6,290)000000"
113,자기주식의 취득,nan000000,nan000000,"(904,490)000000"
114,배당금지급,"(1,356,415)000000","(1,132,614)000000","(164,945)000000"
115,기타재무활동으로 인한 현금유출입액,"(301,863)000000","(3,582)000000",(551)000000
116,현금및현금성자산의순증가(감소),229223000000,107788000000,6693287000000
117,외화환산으로 인한 현금및현금성자산의 변동,"(160,753)000000","(13,961)000000",55920000000
118,매각예정자산에 포함된 현금및현금성자산,"(9,585)000000","(2,094)000000",0000000
119,기초현금및현금성자산,7086957000000,6995224000000,246017000000
120,기말현금및현금성자산,7145842000000,7086957000000,6995224000000
