,Unnamed: 0,제 53 기,제 52 기,제 51 기
117,투자활동현금흐름,"(26,809,949,258)0","(68,266,069,414)0",51215946650
118,기타금융자산의 증가,"(33,515,846,000)0","(138,626,591,773)0","(57,417,600,000)0"
119,기타금융자산의 감소,879243805270,738289036470,479022220000
120,매도가능금융자산의 증가,"(44,494,700)0","(80,103,640)0","(454,558,100)0"
121,매도가능금융자산의 감소,243154706080,1887300000,173395746030
122,관계기업투자주식의 취득,"(65,972,267,132)0",nan0,nan0
123,유형자산의 처분,16285459760,7471517750,222210163870
124,유형자산의 취득,"(50,527,035,753)0","(3,717,911,854)0","(24,440,873,239)0"
125,무형자산의 처분,7727818180,1063636360,nan0
126,무형자산의 취득,"(1,314,484,602)0","(712,611,205)0","(28,186,986)0"
127,투자부동산의 처분,99230000000,nan0,nan0
128,재무활동현금흐름,"(6,690,769,853)0","(15,730,481,165)0","(11,046,090,638)0"
129,배당금지급,"(6,580,224,400)0","(6,732,516,400)0","(6,732,516,400)0"
130,단기차입금의 차입,16002879400,15514474980,nan0
131,단기차입금의 상환,"(1,710,833,393)0","(5,513,118,463)0","(4,153,574,238)0"
132,장기차입금의 상환,nan0,nan0,"(160,000,000)0"
133,자기주식의 취득,nan0,"(5,036,293,800)0",nan0
134,현금및현금성자산의 증감,147862012260,"(52,914,449,033)0",500910470930
135,현금및현금성자산에 대한 환율변동효과,"(1,901,500,345)0",2508918880,11472408730
136,기초현금및현금성자산,162560948670,689196520120,176813640460
137,기말현금및현금성자산,291407957480,162560948670,689196520120
138,"이자,배당,법인세현금흐름",nan0,nan0,nan0
139,이자의 수취,26297942520,35412530460,23054961800
140,이자의 지급,"(193,273,236)0","(178,636,716)0","(291,846,569)0"
141,배당의 수취,6727488000,6727488000,6729976980
142,법인세의 납부,"(1,887,956,774)0","(11,603,223,182)0","(3,052,336,945)0"
