,Unnamed: 0,제 52 기,제 51 기,제 50 기
66,총포괄손익의 귀속,nan0,nan0,nan0
67,지배기업 소유주지분,31931524335070,8121229124210,3351999357470
68,비지배지분,"(49,621,940,741)0","(553,361,353)0","(13,167,722)0"
69,주당손익,nan0,nan0,nan0
70,기본주당순이익,206360,42840,4220
71,계속사업 주당이익,206360,8660,(48)0
72,중단사업 주당이익,nan0,34180,4700
73,영업활동으로 인한 현금흐름,"(62,347,860,144)0",1431138725180,2348402574290
74,영업으로부터 창출된 현금,2232858426770,2802722197630,2546398627340
75,이자의 수취,390564185580,37653774230,14339567610
76,이자의 지급,"(110,469,075,744)0","(62,253,789,194)0","(39,779,899,160)0"
77,배당금의 수취,765399278380,348691996990,584310456500
78,법인세의 납부,"(290,760,973,473)0","(113,539,135,173)0","(39,884,708,556)0"
79,투자활동으로 인한 현금흐름,23686318649740,544499621120,"(1,248,082,037,897)0"
80,투자활동으로 인한 현금유입액,29196703296790,5867408745520,248020326590
81,매각예정자산의 처분,560529074860,nan0,00
82,단기금융상품의 감소,443082735370,nan0,8905000000
83,단기대여금의 회수,56073403370,16393129000,"(1,883,676,010)0"
84,유동성장기채권의 회수,3861571930,nan0,nan0
85,매도가능금융자산의 처분,17946897710,4308600000,2708450000
86,종속기업투자의 처분,119986596080,nan0,nan0
87,관계기업 및 공동기업투자의 처분,215045485250,6364386270,00
88,보증금의 감소,453589421150,246699380000,224836843410
89,유형자산의 처분,263970917650,46683485220,28651314370
90,무형자산의 처분,33768200640,197000000,1755478910
91,사업결합으로 인한 현금유입,27028813733480,nan0,nan0
92,사업부문 양도로 인한 현금유입,nan0,4947733226860,nan0
93,사업부문 양수로 인한 현금유입,nan0,599029538170,nan0
94,기타비유동자산의 처분,35259300,nan0,nan0
95,투자활동으로 인한 현금유출액,"(551,038,464,705)0","(532,290,912,440)0","(1,272,884,070,556)0"
96,단기금융상품의 증가,nan0,647458434000,nan0
97,매도가능금융자산의 취득,91580345000,17446400020,4769702210
98,관계기업 및 공동기업투자의 취득,1550179884800,2373999903520,340000762880
99,해외자원개발자금의 증가,774285730,nan0,nan0
100,장기채권의 증가,253324031430,200000000,nan0
101,보증금의 증가,482533811530,263543048720,279899155400
102,유형자산의 취득,2594917924740,1855968758350,1629169115060
103,무형자산의 취득,411237658520,164292579790,32359042260
104,사업결합등으로 인한 순현금유출액,111095995640,nan0,nan0
105,기타비유동자산의 증가,14740709660,nan0,nan0
106,사업양수도로 인한 현금유출,nan0,nan0,10442642927750
107,재무활동으로 인한 현금흐름,"(527,369,324,170)0","(45,641,061,169)0",11312731479560
108,재무활동으로 인한 현금유입액,2571971396780,10793482669980,55988561519690
109,단기차입금의 순증가,1400615107080,nan0,43299118519690
110,사채의 발행,nan0,4982200000000,7972083000000
111,장기차입금의 차입,1161225019180,565410000000,4717360000000
112,유상증자,nan0,5245872669980,nan0
113,비지배지분에 대한 유상증자,10131270520,nan0,nan0
114,재무활동으로 인한 현금유출액,"(784,566,463,848)0","(1,124,989,328,167)0","(4,467,583,004,013)0"
115,단기차입금의 순감소,nan0,6874647332490,42315958935420
116,유동성장기채무의 상환,3207852380710,4375245949180,427959304710
117,장기차입금의 조기상환,216428515130,nan0,nan0
118,금융보증부채의 지급,200000000000,nan0,nan0
119,임대보증금의 감소,151594430,nan0,nan0
120,자기주식의 취득,4155961779290,nan0,1931911800000
121,비지배지분에 대한 배당,36495661650,nan0,00
122,비지배지분에 대한 유상감자,11926000000,nan0,nan0
123,기타자본의 증감,16848707270,nan0,00
124,현금및현금성자산의순증가(감소),17789146806600,1519227734610,1180313674880
125,기초현금및현금성자산,3047294053840,1517009656270,346226991460
126,현금및현금성자산에대한 환율변동효과,"(17,239,651,789)0",11056662960,"(953,101,007)0"
127,기말현금및현금성자산,20664044342550,3047294053840,1517009656270
