,Unnamed: 0,제 25 기,제 24 기,제 23 기
49,매출총이익,4074348000000,282499000000,235324000000
50,판매비와관리비,2671084000000,10957000000,10131000000
51,영업이익,1403264000000,271542000000,225193000000
52,금융수익,1742268000000,16325000000,19543000000
53,금융비용,2021280000000,70943000000,69090000000
54,지분법손익,664905000000,"(38,677)000000",98041000000
55,기타영업외수익,5628390000000,28408000000,33809000000
56,기타영업외비용,1178699000000,19388000000,38237000000
57,법인세비용차감전순이익,6238848000000,187267000000,269259000000
58,법인세비용,580125000000,57368000000,66912000000
59,계속영업연결당기순이익,5658723000000,129899000000,202347000000
60,중단영업손실,"(109,464)000000",0000000,0000000
61,연결당기순이익,5549259000000,129899000000,202347000000
62,지배기업소유주지분순이익,5345978000000,127294000000,202256000000
63,비지배지분순이익,203281000000,2605000000,91000000
64,기타포괄손익,"(95,768)000000",44143000000,9861000000
65,후속적으로 당기손익으로 재분류 되지 않는 항목,"(8,588)000000","(7,672)000000",(714)000000
66,확정급여제도의 재측정요소,"(8,588)000000","(7,672)000000",(714)000000
67,후속적으로 당기손익으로 재분류되는 항목,"(87,180)000000",51815000000,10575000000
68,매도가능금융자산평가손익,"(92,645)000000",52227000000,"(11,670)000000"
69,지분법자본변동,"(1,678)000000","(1,587)000000",22254000000
70,파생상품평가손익,12446000000,0000000,0000000
71,해외사업환산손익,"(6,153)000000",1175000000,(9)000000
72,표시통화환산손익,850000000,0000000,0000000
73,총포괄이익,5453491000000,174042000000,212208000000
74,지배기업소유주지분순이익,5363333000000,171461000000,212117000000
75,비지배지분순이익,90158000000,2581000000,91000000
76,주당이익,nan000000,nan000000,nan000000
77,보통주기본주당이익 (단위:원),107921000000,2891000000,4449000000
78,기본주당계속영업이익 (단위:원),108654000000,2891000000,4449000000
79,영업활동으로 인한 현금흐름,4588856000000,185038000000,92957000000
80,당기순이익,5549259000000,129899000000,202347000000
81,비현금항목 조정,"(1,640,526)000000",231803000000,111984000000
82,운전자본 조정,1503632000000,"(118,048)000000","(188,970)000000"
83,이자의 수취,89213000000,10685000000,11513000000
84,이자의 지급,"(457,596)000000","(67,204)000000","(65,368)000000"
85,배당금의 수취,97404000000,63846000000,67647000000
86,법인세의 납부,"(552,530)000000","(65,943)000000","(46,196)000000"
87,투자활동으로 인한 현금흐름,4329910000000,"(100,733)000000","(85,511)000000"
88,단기금융상품의 순증감,"(1,765,993)000000",60637000000,31186000000
89,단기대여금의 순증감,60762000000,"(1,727)000000",275000000
90,매도가능금융자산의 처분,90244000000,1954000000,6641000000
91,관계기업및공동기업투자의 처분,17835000000,0000000,0000000
92,유형자산의 처분,184998000000,1347000000,580000000
93,무형자산의 처분,20855000000,189000000,80000000
94,투자부동산의 처분,2258000000,0000000,0000000
95,매각예정자산의 처분,34329000000,0000000,0000000
96,매도가능금융자산의 취득,"(160,666)000000",0000000,"(1,786)000000"
97,관계기업및공동기업투자의 취득,"(50,854)000000",(814)000000,"(2,192)000000"
98,유형자산의 취득,"(2,237,666)000000","(154,039)000000","(104,601)000000"
99,무형자산의 취득,"(230,753)000000","(11,955)000000","(12,324)000000"
100,투자부동산의 취득,"(4,473)000000",0000000,0000000
101,연결범위변동으로 인한 현금의 순증감,8363109000000,0000000,"(1,138)000000"
102,기타투자활동으로 인한 현금유출입액,5925000000,3675000000,"(2,232)000000"
103,재무활동으로 인한 현금흐름,"(2,225,479)000000","(97,503)000000","(190,243)000000"
104,단기차입금의 순증감,"(974,026)000000","(101,589)000000","(222,065)000000"
105,사채및차입금의 증가,2525260000000,298728000000,408261000000
106,장기미지급금의 증가,40316000000,0000000,0000000
107,유동성장기부채의 상환,"(1,913,598)000000","(240,000)000000","(209,900)000000"
108,사채및차입금의 감소,"(561,299)000000",0000000,0000000
109,장기미지급금의 감소,"(6,290)000000",0000000,0000000
110,배당금의 지급,"(164,945)000000","(67,206)000000","(56,875)000000"
111,자기주식의 취득,"(904,490)000000","(100,099)000000","(95,246)000000"
112,연결자본거래로 인한 현금유출입액,"(265,856)000000",120660000000,0000000
113,기타재무활동으로 인한 현금유출입액,(551)000000,"(7,997)000000","(14,418)000000"
114,현금및현금성자산의순증감,6693287000000,"(13,198)000000","(182,797)000000"
115,외화환산으로 인한 현금 변동,55920000000,154000000,851000000
116,기초현금및현금성자산,246017000000,259061000000,441007000000
117,기말현금및현금성자산,6995224000000,246017000000,259061000000
