,Unnamed: 0,제 51 기,제 50 기,제 49 기
59,매도가능금융자산평가손익,"(2,328,742,397)0",11048777790,"(2,805,228,255)0"
60,해외사업환산손익,6413624210,3760421510,"(106,073,999)0"
61,당기손익으로 재분류되지 않는 세후기타포괄손익,nan0,nan0,nan0
62,확정급여부채의 재측정요소,40135328310,"(4,558,007,686)0",16345915800
63,기타포괄손익합계액,23261528550,"(3,077,087,756)0","(1,276,710,674)0"
64,X.총포괄이익(손실),232916735300,182194835970,505363128260
65,당기순이익(손실)의 귀속,nan0,nan0,nan0
66,지배기업 소유주지분,209655206750,212965713530,518130235000
67,비지배지분,00,00,00
68,합계,209655206750,212965713530,518130235000
69,총포괄이익(손실)의 귀속,nan0,nan0,nan0
70,지배기업 소유주지분,232916735300,182194835970,505363128260
71,비지배지분,00,00,00
72,합계,232916735300,182194835970,505363128260
73,주당이익,nan0,nan0,nan0
74,보통주기본주당이익,9350,9570,24110
75,우선주기본주당이익,9400,9620,24170
76,영업활동현금흐름,nan0,nan0,nan0
77,당기순이익,209655206750,212965713530,518130235000
78,비현금조정,nan0,nan0,nan0
79,재고자산평가손실(환입),41399289150,6894961450,3323162000
80,재고자산폐기손실,34018462400,21888371770,25546284450
81,퇴직급여,47544480070,39882421100,41099753630
82,감가상각비,399468416880,385198776220,279540583310
83,무형자산상각비,495348780,407585610,492570900
84,대손상각비,7146836080,3992920500,"(393,474,817)0"
85,기타의대손상각비,4313379010,2888334240,nan0
86,외화환산이익,"(1,844,626,689)0","(1,302,360,224)0","(383,043,387)0"
87,유형자산처분이익,"(2,546,531,170)0","(2,106,355,739)0","(193,259,639)0"
88,외화환산손실,7908694150,3601451820,9167063600
89,유형자산처분손실,20094015500,8642910770,14405768120
90,무형자산처분손실,nan0,nan0,2022391480
91,무형자산손상차손,12999576480,nan0,nan0
92,매도가능금융자산처분이익,"(11,443,069,845)0",nan0,nan0
93,기타금융자산처분손실,nan0,nan0,701285200
94,관계기업투자주식손상차손,nan0,773400000,nan0
95,잡이익,nan0,"(366,173,424)0",nan0
96,비현금조정소계,417046221460,436422239610,366601084260
97,운전자본조정,nan0,nan0,nan0
98,매출채권,161533060900,"(12,863,910,857)0","(6,097,255,466)0"
99,기타채권,15138231430,"(2,604,827,055)0","(589,940,392)0"
100,재고자산,"(5,978,507,228)0","(1,658,306,753)0",37782766890
101,기타유동자산,23452931420,11807661350,"(4,127,665,731)0"
102,기타비유동자산,"(734,392,544)0",389239810,nan0
103,당기법인세자산,1154167090,"(138,321,751)0",nan0
104,이연법인세자산,"(3,235,101,076)0",2230510280,668539920
105,매입채무,"(9,054,076,636)0","(4,995,625,467)0",56306426490
106,기타채무,41819681150,"(9,707,591,463)0",153676840660
107,기타유동부채,11400331550,"(197,886,290)0","(1,100,923,775)0"
108,기타비유동부채,22787600,nan0,nan0
109,당기법인세부채,nan0,"(7,832,736,709)0","(8,557,939,135)0"
110,이연법인세부채,"(2,819,906,400)0",371979220,"(617,027,660)0"
111,확정급여부채(기여금납입액),"(8,403,425,900)0","(5,003,702,300)0","(5,000,000,000)0"
112,퇴직금의지급,"(1,398,069,085)0","(644,303,112)0","(223,904,790)0"
113,기타금융부채,"(483,240,000)0","(2,244,670,792)0",161688940
114,운전자본조정소계,"(6,654,599,755)0","(46,411,943,483)0","(1,455,030,659)0"
115,영업활동으로인한순현금흐름,560155430660,185268518310,870181012670
116,투자활동으로인한현금흐름,nan0,nan0,nan0
117,기타금융자산의증가,"(57,417,600,000)0","(55,196,224,356)0","(3,920,596,783)0"
118,기타금융자산의감소,479022220000,1175528894720,263725205840
119,매도가능금융자산의증가,"(454,558,100)0","(266,290,511)0","(11,546,288,623)0"
120,매도가능금융자산의감소,173395746030,478250000,2745000000
121,유형자산의처분,222210163870,33902591520,11197736240
122,유형자산의취득,"(24,440,873,239)0","(75,153,958,271)0","(97,764,104,953)0"
123,무형자산의처분,nan0,nan0,2081818180
124,무형자산의취득,"(28,186,986)0","(267,846,813)0","(741,106,372)0"
125,사업결합으로 인한 현금유입액,nan0,473443330,nan0
126,투자활동으로인한순현금흐름,51215946650,"(9,846,001,994)0","(85,997,120,705)0"
127,재무활동으로인한현금흐름,nan0,nan0,nan0
128,배당의지급,"(6,732,516,400)0","(6,456,442,900)0","(6,456,442,900)0"
129,단기차입금의 차입,nan0,15022623500,nan0
130,단기차입금의 상환,"(4,153,574,238)0","(65,083,522)0","(5,024,899,980)0"
131,장기차입금의 상환,"(160,000,000)0",nan0,nan0
132,재무활동으로인한순현금흐름,"(11,046,090,638)0","(5,019,264,072)0","(11,481,342,880)0"
133,현금및현금성자산의증감,500910470930,36615857650,"(10,460,362,318)0"
134,외화환산으로 인한 현금의 변동,11472408730,"(10,691,865)0",184308040
135,기초현금및현금성자산,176813640460,140304701460,244724016600
136,기말현금및현금성자산,689196520120,176813640460,140304701460
137,"이자,배당,법인세현금흐름",nan0,nan0,nan0
138,이자의수취,23054961800,39968993360,63659375740
139,이자의지급,"(291,846,569)0","(390,048,297)0","(507,801,915)0"
140,배당의수취,6729976980,11927488000,6327488000
141,법인세의납부,"(3,052,336,945)0","(11,823,881,050)0","(24,654,512,159)0"
