,Unnamed: 0,제 27 기,제 26 기,제 25 기
76,현금흐름위험회피파생상품평가손익,nan0,00,5138879830
77,(부의)지분법자본변동,106416340,"(2,148,466)0","(5,409,793)0"
78,해외사업장환산외환차이,"(102,567,761)0","(158,164,789)0","(478,824,500)0"
79,총포괄손익,"(348,168,184,346)0","(279,892,069,698)0","(94,711,579,480)0"
80,포괄손익의 귀속,nan0,nan0,nan0
81,"포괄손익, 지배기업의 소유주에게 귀속되는 지분","(347,160,234,171)0","(279,776,122,080)0","(94,520,875,381)0"
82,"포괄손익, 비지배지분","(1,007,950,175)0","(115,947,618)0","(190,704,099)0"
83,주당이익,nan0,nan0,nan0
84,기본주당이익(손실),"(1,918)0","(3,537)0","(1,731)0"
85,희석주당이익(손실),"(1,918)0","(3,537)0","(1,731)0"
86,영업활동현금흐름,8810555960,"(115,979,644,909)0","(80,281,408,506)0"
87,당기순이익(손실),"(347,357,231,980)0","(279,681,913,158)0","(99,475,957,867)0"
88,당기순이익조정을 위한 가감,3634197810950,1839966576200,414626987960
89,재고자산평가손실,nan0,51504959260,00
90,공사손실충당부채전입액,53778857480,99688161650,42031890040
91,하자보수충당부채전입액,8266911630,00,69793820
92,손해배상충당부채전입액,8771605250,00,00
93,임차료,1333127970,529279170,1589529280
94,지급수수료,20191604620,1277984370,22055473540
95,급여,nan0,27574086790,19907909710
96,퇴직급여,46998590450,68382895550,54971947250
97,복리후생비,3292260670,nan0,nan0
98,감가상각비,119117219850,145729811100,140650097250
99,투자부동산감가상각비,140482020,140482020,70240990
100,대손상각비,414318769650,643205639620,33878781510
101,무형자산상각비,31655813080,29456311000,31800266920
102,기타의대손상각비,840044100690,81521494250,14912410470
103,매도가능금융자산처분손실,nan0,13438470,24097490
104,매도가능금융자산손상차손,11704445330,00,2945306940
105,종속기업및관계기업투자처분손실,718716880,00,7725825930
106,유형자산처분손실,27755972520,47764645250,890013890
107,무형자산처분손실,1610770,579247100,4400000
108,매각예정자산처분손실,1537897630,nan0,nan0
109,유형자산손상차손,370721107490,nan0,nan0
110,무형자산손상차손,27054383940,nan0,nan0
111,재고자산폐기손실,nan0,00,7761886300
112,지분법손실,nan0,00,1499733630
113,이자비용,327209919700,248729752550,234234423580
114,금융보증부채전입액,565002622830,111644254340,1281390680
115,외화환산손실,92907057150,124791038380,39067957200
116,잡손실,103372800,16539241620,00
117,법인세비용,41728458030,255430571810,135404225810
118,재고자산평가손실환입액,"(748,362,372)0",00,"(1,117,078,879)0"
119,공사손실충당부채환입액,00,00,00
120,하자보수충당부채환입액,00,"(47,591,732)0","(812,307,936)0"
121,기타의대손충당금환입,"(20,000,000)0",00,"(12,436,046)0"
122,매도가능금융자산처분이익,nan0,"(10,191,274)0",00
123,유형자산처분이익,"(1,370,977,752)0","(95,529,271)0","(57,480,900)0"
124,무형자산처분이익,"(81,200,000)0","(22,092,272)0",00
125,매각예정자산처분이익,"(321,032,874)0",nan0,nan0
126,이자수익,"(3,016,493,860)0","(2,244,283,354)0","(606,498,126)0"
127,배당금수익,"(29,869,696)0","(10,410,000)0","(374,029,713)0"
128,파생상품평가이익,nan0,nan0,nan0
129,외화환산이익,"(2,025,401,766)0","(9,693,781,577)0","(6,060,114,763)0"
130,금융보증부채환입액,"(291,878,842)0","(407,332,396)0","(526,950,407)0"
131,매출채권의 감소(증가),98835608190,6620769610990,148572170610
132,미수금의 감소(증가),60449787850,"(665,646,179)0",104574927100
133,미청구공사의 감소(증가),607885351310,"(603,851,984,470)0","(4,759,262,113)0"
134,재고자산의 감소(증가),123834962440,22935848450,36508359500
135,유동성보증금의 감소(증가),nan0,nan0,nan0
136,선급금의 감소(증가),47429490650,181987370120,173995514290
137,선급비용의 감소(증가),14823299720,"(573,326,580)0","(2,152,958,216)0"
138,부가세대급금의 감소(증가),20958151330,"(2,342,951,558)0",313829590
139,장기미수금의 감소(증가),00,163100000,"(334,456,000)0"
140,장기선급비용의 감소(증가),477477190,1217625020,"(199,632,038)0"
141,임차보증금의 감소(증가),76383716300,"(10,525,129,192)0","(3,655,491,899)0"
142,매입채무의 증가(감소),"(40,288,690,669)0","(16,270,845,324)0",22039186620
143,미지급금의 증가(감소),"(4,715,534,855)0",2036679470,"(12,077,378,439)0"
144,미지급비용의 증가(감소),"(3,791,311,760)0",62101724570,16104004630
145,보증금의 증가(감소),"(2,006,695,525)0",27780487870,24272870850
146,파생금융부채의 증가(감소),nan0,00,"(71,066,270)0"
147,하자보수충당부채의 증가(감소),"(553,854,896)0","(119,169,416)0","(1,165,416,845)0"
148,상여충당부채의 증가(감소),"(919,770,500)0","(2,670,354,261)0","(1,786,173,195)0"
149,복구충당부채의 증가(감소),nan0,"(2,972,684,657)0",00
150,초과청구공사의 증가(감소),278983824730,"(38,723,013,942)0","(48,251,907,683)0"
151,선수금의 증가(감소),nan0,1579064780,"(1,056,782,444)0"
152,선수수익의 증가(감소),"(1,534,364,034)0","(3,447,595,813)0","(3,526,773,439)0"
153,예수금의 증가(감소),2010904030,"(82,069,185)0","(336,353,043)0"
154,예수보증금의 감소,"(129,602,997)0",nan0,nan0
155,부가세예수금금의 증가(감소),38964187500,"(375,210,309)0",3437505120
156,비유동파생금융부채의증가(감소),nan0,00,"(202,452,692)0"
157,장기미지급비용의 증가(감소),"(83,249,355)0",nan0,nan0
158,퇴직금의 지급,"(23,188,364,306)0","(6,042,952,134)0","(2,808,187,155)0"
159,사외적립자산의 증가(감소),122469566720,"(2,266,214,345)0",11542899830
160,손해배상충당부채의 감소,"(2,290,997,020)0",nan0,nan0
161,해외사업장환산외화차이의 증가(감소),413105350,"(50,463,696)0",00
162,배당금수취,298696960,104100000,3740297130
163,이자수취,31913848580,19283194790,18289782850
164,이자지급,"(17,835,074,149)0","(21,425,178,867)0","(23,750,808,863)0"
165,법인세납부(환급),"(567,673,924)0","(807,939,983)0","(720,348,570)0"
166,투자활동현금흐름,"(22,891,420,427)0","(125,004,111,026)0",38493379010
167,단기금융자산의 처분,72174101110,42219648180,157550005570
168,단기대여금의 회수,00,4000000000,1072553480
169,유동성매도가능금융자산의 처분,280000000000,1464361530,261602510
170,장기금융자산의 처분,nan0,00,1400000000
171,장기대여금의 회수,10002756510,2019199860,1215841260
172,종속기업 관계기업에 대한 투자자산의 처분,nan0,00,1035495940
173,종속기업 취득 순현금유입,3325686620,50000000,1431360000
174,장기성매도가능금융자산의 처분,nan0,00,1146702400
175,유형자산의 처분,25545675980,10559339170,1773300300
176,무형자산의 처분,1212000000,3136363620,80000000
177,매각예정자산의 처분,5246643200,nan0,nan0
178,합병으로 인한 현금흐름,nan0,00,31294429590
179,단기금융자산의 취득,"(7,623,743,358)0","(3,515,779,898)0","(9,337,363,972)0"
180,단기대여금의 대여,"(1,926,471,648)0","(43,257,937)0","(141,284,636)0"
181,유동성매도가능금융자산의 취득,"(48,200,100,000)0","(25,018,690,000)0","(28,570,000)0"
182,장기금융자산의 증가,"(1,107,734,619)0","(240,000,000)0","(363,000,000)0"
183,장기대여금의 대여,nan0,00,"(712,927,003)0"
184,장기성매도가능금융자산의 취득,"(83,322,792)0","(1,000,059,843)0","(377,527,200)0"
185,종속기업 처분 순현금유출,"(46,988,884)0","(75,559,654,498)0",00
186,유형자산의 취득,"(3,068,701,568)0","(24,905,532,926)0","(3,485,202,679)0"
187,무형자산의 취득,"(585,043,900)0","(1,066,027,160)0","(1,530,915,714)0"
188,재무활동현금흐름,1573036629570,2326007414760,844138454310
189,단기차입금의 차입,2156883112200,13438970760990,12516002605030
190,장기차입금의 차입,690000000000,250000000000,303228630000
191,정부보조금의 수령,19363830660,27952491800,27765707470
192,유상증자,nan0,3617825785000,00
193,사채의 발행,nan0,750000000000,1000000000000
194,단기차입금의 상환,"(129,321,031,329)0","(1,548,352,509,351)0","(1,023,374,053,124)0"
195,사채의 상환,nan0,00,00
196,유동성장기부채의 상환,nan0,"(6,000,000,000)0","(178,536,945,608)0"
197,장기차입금의 상환,nan0,"(19,000,000,000)0","(95,249,000,000)0"
198,사채발행비,nan0,"(1,087,680,000)0","(342,980,000)0"
199,주식발행비,nan0,"(1,433,972,952)0","(2,156,515)0"
200,자기주식의 취득,nan0,00,"(2,780,713,572)0"
201,환율변동효과 반영전 현금및현금성자산의 순증가(감소),1352932981260,"(8,383,014,459)0",79817748260
202,현금및현금성자산에 대한 환율변동효과,78813740,"(5,070,265)0","(181,209,503)0"
203,현금및현금성자산의순증가(감소),1353011795000,"(8,388,084,724)0",78005653230
204,기초현금및현금성자산,47410928490,131291775730,53286122500
205,기말현금및현금성자산,1400422723490,47410928490,131291775730
