,Unnamed: 0,제 46 기,제 45 기,제 44 기
51,자본총계,3311166590380,316568408349.00,2976200262770
52,자본및부채총계,7686862782280,713772955053.00,7279515946760
53,매출액,8727835555950,8564570558500,2078902170050
54,매출원가,7585675929410,7244641822380,1831338362820
55,매출총이익,1142159626540,1319928736120,247563807230
56,판매비와일반관리비,745623184810,833319747630,256278431350
57,영업이익(손실),396536441730,486608988490,"(871,462,412)0"
58,기타영업외수익,143617114100,176636459200,28233796600
59,기타영업외비용,284670651700,277467668850,54439331930
60,관계기업투자손익,00,"(434,385,789)0","(278,598,607)0"
61,금융수익,12516756690,29792748250,2410585000
62,금융비용,86412977010,78155152490,21309144250
63,법인세비용차감전순이익(손실),181586683810,333071516710,"(5,660,470,477)0"
64,법인세비용(수익),28383289860,114530668300,"(1,344,841,879)0"
65,당기순이익(손실),153203393950,218540848410,"(4,315,628,598)0"
66,기타포괄손익,"(772,088,706)0","(1,197,998,519)0","(1,149,406,594)0"
67,당기손익으로 재분류되는 세후기타포괄손익,"(1,358,246,109)0",11035980650,3451935870
68,해외사업환산손익,"(2,788,539,690)0",20936760950,2871979860
69,매도가능금융자산평가손익,14302935810,"(1,010,751,076)0",511390730
70,지분법자본변동,00,206730460,68565280
71,당기손익으로 재분류되지 않는 세후기타포괄손익,5861574030,"(2,301,596,584)0","(1,494,600,181)0"
72,지분법이익잉여금변동,00,"(2,279,575,820)0","(69,142)0"
73,순확정급여부채의 재측정요소,5861574030,"(22,020,764)0","(1,494,531,039)0"
74,당기순이익의 귀속,153203393950,218540848410,"(4,315,628,598)0"
75,지배주주지분순이익,153201945010,218540592940,"(4,315,628,598)0"
76,비지배주주지분순이익,1448940,255470,00
77,총포괄손익,nan0,nan0,nan0
78,지배주주지분,145481612180,206560589780,"(5,465,035,192)0"
79,비지배주주지분,894710,273440,00
80,주당이익,nan0,nan0,nan0
81,기본및희석주당이익(손실),3310,4720,(93)0
82,영업활동현금흐름,474370683160,646162495200,204534810210
83,당기순이익(손실),153203393950,218540848410,"(4,315,628,598)0"
84,비용가산,674114923480,746562165660,159814866250
85,퇴직급여,42246401890,55232897230,14973383200
86,감가상각비,330040343720,317436379040,80183130590
87,무형자산상각비,34284865140,39219147750,9903678470
88,운휴자산감가상각비,2391505510,5524068440,194834310
89,판매보증비,4580641800,2984363130,4162315080
90,주식보상비용,00,19488544100,163038000
91,매출채권손상차손,118104080,1504946820,2982802420
92,기타비유동자산손상차손,00,532878250,00
93,외화환산손실,22095558120,17830854130,7771888140
94,유형자산처분손실,15100293800,15153824360,2260121660
95,유형자산손상차손,108460942510,46520561550,00
96,관계기업주식처분손실,00,17699770100,3517672400
97,이자비용,74994595240,78155152500,21298404660
98,매도가능금융자산손상차손,16450000,00,00
99,파생상품평가손실,13900000,00,00
100,파생상품거래손실,11388031770,00,763890
101,기타의영업외비용,00,14748109960,25825843260
102,무형자산처분손실,00,00,15433250
103,금융보증비용,00,00,9975710
104,법인세비용(수익),28383289900,114530668300,"(1,344,841,879)0"
105,수익차감,"(3,922,605,923)0","(6,929,736,596)0","(1,401,156,702)0"
106,매출채권손상차손 환입,47994250,00,00
107,외화환산이익,15794896750,23985205720,9986543800
108,유형자산처분이익,8451903600,1838375160,882751890
109,판매보증충당부채환입,414507950,00,00
110,이자수익,4626967770,6609543300,2135848920
111,배당금수익,1499995000,2134478000,274736080
112,하자보수충당부채 환입,2000000000,325122300,00
113,금융보증수수료이익,00,11790500,00
114,파생상품평가이익,177600000,00,00
115,파생상품거래이익,5944350020,00,00
116,당기손익인식금융자산평가이익,00,237158630,00
117,당기손익인식금융자산처분이익,267843890,00,00
118,매도가능금융자산처분이익,00,17863965880,00
119,차입금상환이익,00,2935814260,00
120,지분법이익,00,13355912210,731686330
121,운전자본의 변동,"(26,209,844,500)0","(20,675,099,610)0",124366531750
122,매출채권,"(12,493,233,033)0",121365208860,121679474580
123,기타채권,"(1,889,017,429)0",19543271070,13561755640
124,기타유동자산,"(913,862,987)0",7534649850,"(1,674,080,406)0"
125,재고자산,"(21,729,729,486)0","(2,119,260,146)0",27523759310
126,장기매출채권,181350890,00,00
127,장기기타채권,881389090,00,00
128,매입채무,132557977780,"(4,095,790,045)0","(3,223,949,219)0"
129,기타채무,26609497450,"(10,721,664,565)0",20693953760
130,충당부채,"(1,216,480,214)0","(15,973,997)0","(408,377,703)0"
131,기타유동부채,"(1,562,132,294)0",11600945550,"(47,410,750)0"
132,장기기타채무,"(289,142,540)0","(1,577,205,575)0","(131,553,351)0"
133,사외적립자산의 예치,"(1,594,488,993)0","(15,474,827,934)0",00
134,순확정급여부채,"(544,779,045)0","(2,674,784,881)0","(423,869,725)0"
135,법인세 납부액,"(5,162,313,004)0","(4,289,215,681)0","(2,247,873,479)0"
136,투자활동현금흐름,"(62,022,551,136)0","(59,115,456,348)0","(8,863,083,992)0"
137,투자활동으로 인한 현금유입액,166709799970,149907046410,90237281790
138,이자수익의 수취,3629728910,5729270200,1974351770
139,배당금의 수취,1499995000,2044478000,274736080
140,금융기관예치금의 감소,00,104000000000,67640000000
141,당기손익인식지정금융자산의 처분,96295002520,00,00
142,기타채권의 감소,1700000970,2338705220,306217520
143,매도가능금융자산의 처분,00,5847546000,00
144,장기기타채권의 감소,21838678550,1094053260,18923029430
145,유형자산의 처분,9033525380,3297338630,1108946990
146,보증금의 회수,386535400,00,00
147,기타채무의 증가,3357511400,00,00
148,비유동기타채무의 증가,5600000000,25555655100,10000000
149,매각예정자산의 처분,23368821840,00,00
150,투자활동으로 인한 현금유출액,"(78,693,531,133)0","(74,106,160,989)0","(17,886,812,171)0"
151,금융기관예치금의 증가,27600000000,3600000000,104900000000
152,매도가능금융자산의 취득,00,3355000000,00
153,만기보유금융자산의 취득,55050000,00,00
154,파생상품의 결제,5443681750,00,337753430
155,당기손익인식지정금융자산의취득,00,96748000000,00
156,기타채권의 증가,25719472080,655289410,515536640
157,장기기타채권의 증가,00,7833317550,7316229980
158,유형자산의 취득,714239473230,602282689330,61641174740
159,무형자산의 취득,3654631640,9409812280,234000000
160,기타채무의 감소,5806516500,1690000000,00
161,정부보조금 정산,4416486130,15487501320,3923426920
162,재무활동현금흐름,316940197680,"(18,497,737,954)0","(30,486,770,142)0"
163,재무활동으로 인한 현금유입액,2590482568840,1646487447330,597383392550
164,단기차입금의 차입,2583812568840,1632997810830,597383392550
165,장기차입금의 차입,00,1815623260,00
166,정부보조금의 수령,6670000000,11662454540,00
167,자기주식의 처분,00,11558700,00
168,재무활동으로 인한 현금유출액,"(227,354,237,116)0","(183,146,482,687)0","(90,225,109,397)0"
169,이자비용의 지급,79570342710,83026131190,13606493280
170,단기차입금의 상환,2193972028450,1742723260180,887980379010
171,장기차입금의 상환,00,5715435500,643912530
172,유동성금융리스부채의 상환,00,00,20309150
173,현금의 증감,171085369480,"(12,996,944,782)0","(18,896,373,113)0"
174,기초현금,315300389050,444990476330,631428037560
175,현금 및 현금성자산의 환율변동으로 인한 효과,"(830,635,395)0",7321120800,2526169900
176,매각예정자산에 포함된 현금및현금성자산,00,"(704,176,026)0",00
177,기말현금,478079404580,315300389050,444990476330
