,Unnamed: 0,제 52 기,제 51 기,제 50 기
44,자본과부채총계,5131474626890,5263385629030,5365625007530
45,I.매출액,4631954415240,5231142227790,5898257500130
46,II.매출원가,"(435,863,878,970)0","(491,248,783,820)0","(547,586,374,213)0"
47,III.매출총이익,273315625540,318654389590,422393758000
48,IV.판매비와관리비,"(22,471,626,784)0","(24,260,514,428)0","(24,342,532,886)0"
49,V.영업이익(손실),48599357700,76049245310,178968429140
50,VI.영업외손익,70687786820,180444606980,89832557840
51,기타수익,124125361850,130684086110,115024515990
52,기타비용,"(9,465,676,742)0","(9,908,966,372)0","(7,192,320,882)0"
53,금융수익,36278071550,30607974850,39477645640
54,금융비용,"(178,636,716)0","(291,846,569)0","(390,048,297)0"
55,투자손익,6727488000,121160675430,11154088000
56,VII.법인세비용차감전이익(손실),119287144520,256493852290,268800986980
57,법인세비용,"(2,330,240,680)0","(4,683,864,554)0","(5,583,527,345)0"
58,VIII.당기순이익(손실),95984737720,209655206750,212965713530
59,IX.기타포괄손익,39441403600,23261528550,"(3,077,087,756)0"
60,당기손익으로 재분류되는 세후기타포괄손익,12829809250,"(1,687,379,976)0",14809199300
61,매도가능금융자산평가손익,9348965820,"(2,328,742,397)0",11048777790
62,해외사업환산손익,3480843430,6413624210,3760421510
63,당기손익으로 재분류되지 않는 세후기타포괄손익,26611594350,40135328310,"(4,558,007,686)0"
64,확정급여부채의 재측정요소,26611594350,40135328310,"(4,558,007,686)0"
65,X.총포괄손익,135426141320,232916735300,182194835970
66,당기순이익(손실)의 귀속,nan0,nan0,nan0
67,지배기업 소유주지분,95984737720,209655206750,212965713530
68,비지배지분,00,00,00
69,총포괄손익의 귀속,nan0,nan0,nan0
70,지배기업 소유주지분,135426141320,232916735300,182194835970
71,비지배지분,00,00,00
72,주당이익,nan0,nan0,nan0
73,보통주기본주당이익,4370,9350,9570
74,우선주기본주당이익,4420,9400,9620
75,영업활동현금흐름,nan0,nan0,nan0
76,당기순이익,95984737720,209655206750,212965713530
77,비현금조정,nan0,nan0,nan0
78,재고자산평가손실(환입),"(1,546,473,450)0",41399289150,6894961450
79,재고자산폐기손실,34900768590,34018462400,21888371770
80,퇴직급여,361918599380,47544480070,39882421100
81,감가상각비,333387653870,399468416880,385198776220
82,무형자산상각비,351019320,495348780,407585610
83,대손상각비,25847248860,7146836080,3992920500
84,기타의대손상각비,nan0,4313379010,2888334240
85,외화환산이익,"(3,217,275,492)0","(1,844,626,689)0","(1,302,360,224)0"
86,유형자산처분이익,"(548,819,249)0","(2,546,531,170)0","(2,106,355,739)0"
87,외화환산손실,3426831770,7908694150,3601451820
88,유형자산처분손실,4088622250,20094015500,8642910770
89,무형자산처분손실,69145540,nan0,nan0
90,무형자산손상차손,609112000,12999576480,nan0
91,매도가능금융자산처분이익,nan0,"(11,443,069,845)0",nan0
92,관계기업투자주식손상차손,nan0,nan0,773400000
93,잡이익,nan0,nan0,"(366,173,424)0"
94,비현금조정소계,711473319670,417046221460,436422239610
95,운전자본조정,nan0,nan0,nan0
96,매출채권,"(13,102,187,098)0",161533060900,"(12,863,910,857)0"
97,기타채권,30941507460,15138231430,"(2,604,827,055)0"
98,재고자산,84475447370,"(5,978,507,228)0","(1,658,306,753)0"
99,기타금융자산,"(86,554,109)0",nan0,nan0
100,기타유동자산,315907500,23452931420,11807661350
101,기타비유동자산,7038792250,"(734,392,544)0",389239810
102,당기법인세자산,"(749,050,184)0",1154167090,"(138,321,751)0"
103,이연법인세자산,1888280660,"(3,235,101,076)0",2230510280
104,매입채무,"(7,937,778,563)0","(9,054,076,636)0","(4,995,625,467)0"
105,기타채무,18233493480,41819681150,"(9,707,591,463)0"
106,기타유동부채,"(91,140,778)0",11400331550,"(197,886,290)0"
107,기타비유동부채,17050548720,22787600,nan0
108,당기법인세부채,"(7,589,884,513)0",nan0,"(7,832,736,709)0"
109,이연법인세부채,"(1,122,875,871)0","(2,819,906,400)0",371979220
110,확정급여부채(기여금납입액),"(34,200,000,000)0","(8,403,425,900)0","(5,003,702,300)0"
111,퇴직금의지급,"(756,833,283)0","(1,398,069,085)0","(644,303,112)0"
112,기타금융부채,"(21,797,538)0","(483,240,000)0","(2,244,670,792)0"
113,운전자본조정소계,"(49,663,704,193)0","(6,654,599,755)0","(46,411,943,483)0"
114,영업활동으로인한순현금흐름,310821015460,560155430660,185268518310
115,투자활동으로인한현금흐름,nan0,nan0,nan0
116,기타금융자산의증가,"(138,626,591,773)0","(57,417,600,000)0","(55,196,224,356)0"
117,기타금융자산의감소,738289036470,479022220000,1175528894720
118,매도가능금융자산의증가,"(80,103,640)0","(454,558,100)0","(266,290,511)0"
119,매도가능금융자산의감소,1887300000,173395746030,478250000
120,유형자산의처분,7471517750,222210163870,33902591520
121,유형자산의취득,"(3,717,911,854)0","(24,440,873,239)0","(75,153,958,271)0"
122,무형자산의처분,1063636360,nan0,nan0
123,무형자산의취득,"(712,611,205)0","(28,186,986)0","(267,846,813)0"
124,사업결합으로 인한 현금유입액,nan0,nan0,473443330
125,투자활동으로인한순현금흐름,"(68,266,069,414)0",51215946650,"(9,846,001,994)0"
126,재무활동으로인한현금흐름,nan0,nan0,nan0
127,배당의지급,"(6,732,516,400)0","(6,732,516,400)0","(6,456,442,900)0"
128,단기차입금의 차입,15514474980,nan0,15022623500
129,단기차입금의 상환,"(5,513,118,463)0","(4,153,574,238)0","(65,083,522)0"
130,장기차입금의 상환,nan0,"(160,000,000)0",nan0
131,자기주식의 취득,"(5,036,293,800)0",nan0,nan0
132,재무활동으로인한순현금흐름,"(15,730,481,165)0","(11,046,090,638)0","(5,019,264,072)0"
133,현금및현금성자산의증감,"(52,914,449,033)0",500910470930,36615857650
134,외화환산으로 인한 현금의 변동,2508918880,11472408730,"(10,691,865)0"
135,기초현금및현금성자산,689196520120,176813640460,140304701460
136,기말현금및현금성자산,162560948670,689196520120,176813640460
137,"이자,배당,법인세현금흐름",nan0,nan0,nan0
138,이자의수취,35412530460,23054961800,39968993360
139,이자의지급,"(178,636,716)0","(291,846,569)0","(390,048,297)0"
140,배당의수취,6727488000,6729976980,11927488000
141,법인세의납부,"(11,603,223,182)0","(3,052,336,945)0","(11,823,881,050)0"
